count;year;gender_event;gender_athlete;event;type;family_name_ok;given_name_ok;country;continent;country_career;athlete_ok;medal
1;1973;Women;Women;100m Freestyle;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
2;1973;Women;Women;100m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
3;1973;Women;Women;100m Freestyle;Individual;Brigitha;Enith;NED;Europe;NED;Enith Brigitha (NED);Bronze
45;1973;Women;Women;200m Freestyle;Individual;Rothhammer;Keena;USA;America;USA;Keena Rothhammer (USA);Gold
46;1973;Women;Women;200m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
47;1973;Women;Women;200m Freestyle;Individual;Eife;Andrea;GDR;Europe;GDR;Andrea Eife (GDR);Bronze
87;1973;Women;Women;400m Freestyle;Individual;Greenwood;Heather;USA;America;USA;Heather Greenwood (USA);Gold
88;1973;Women;Women;400m Freestyle;Individual;Rothhammer;Keena;USA;America;USA;Keena Rothhammer (USA);Silver
89;1973;Women;Women;400m Freestyle;Individual;Calligaris;Novella;ITA;Europe;ITA;Novella Calligaris (ITA);Bronze
120;1973;Women;Women;800m Freestyle;Individual;Calligaris;Novella;ITA;Europe;ITA;Novella Calligaris (ITA);Gold
121;1973;Women;Women;800m Freestyle;Individual;Harshbarger;Jo;USA;America;USA;Jo Harshbarger (USA);Silver
122;1973;Women;Women;800m Freestyle;Individual;Wegner;Gudrun;GDR;Europe;GDR;Gudrun Wegner (GDR);Bronze
128;1973;Women;Women;100m Butterfly;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
129;1973;Women;Women;100m Butterfly;Individual;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Silver
130;1973;Women;Women;100m Butterfly;Individual;Aoki;Mayumi;JPN;Asia;JPN;Mayumi Aoki (JPN);Bronze
166;1973;Women;Women;200m Butterfly;Individual;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Gold
167;1973;Women;Women;200m Butterfly;Individual;Beier;Roswitha;GDR;Europe;GDR;Roswitha Beier (GDR);Silver
168;1973;Women;Women;200m Butterfly;Individual;Colella;Lynn;USA;America;USA;Lynn Colella (USA);Bronze
199;1973;Women;Women;100m Backstroke;Individual;Richter;Ulrike;GDR;Europe;GDR;Ulrike Richter (GDR);Gold
200;1973;Women;Women;100m Backstroke;Individual;Belote;Melissa;USA;America;USA;Melissa Belote (USA);Silver
201;1973;Women;Women;100m Backstroke;Individual;Cook;Wendy;CAN;America;CAN;Wendy Cook (CAN);Bronze
231;1973;Women;Women;200m Backstroke;Individual;Belote;Melissa;USA;America;USA;Melissa Belote (USA);Gold
232;1973;Women;Women;200m Backstroke;Individual;Brigitha;Enith;NED;Europe;NED;Enith Brigitha (NED);Silver
233;1973;Women;Women;200m Backstroke;Individual;Gyarmati;Andrea;HUN;Europe;HUN;Andrea Gyarmati (HUN);Bronze
263;1973;Women;Women;100m Breaststroke;Individual;Vogel;Renate;GDR;Europe;GDR;Renate Vogel (GDR);Gold
264;1973;Women;Women;100m Breaststroke;Individual;Rusanova;Lyubov;URS;Europe;URS;Lyubov Rusanova (URS);Silver
265;1973;Women;Women;100m Breaststroke;Individual;Schuchardt;Brigitte;GDR;Europe;GDR;Brigitte Schuchardt (GDR);Bronze
295;1973;Women;Women;200m Breaststroke;Individual;Vogel;Renate;GDR;Europe;GDR;Renate Vogel (GDR);Gold
296;1973;Women;Women;200m Breaststroke;Individual;Anke;Hannelore;GDR;Europe;GDR;Hannelore Anke (GDR);Silver
297;1973;Women;Women;200m Breaststroke;Individual;Colella;Lynn;USA;America;USA;Lynn Colella (USA);Bronze
328;1973;Women;Women;200m Medley;Individual;Hubner;Andrea;GDR;Europe;GDR;Andrea Hubner (GDR);Gold
329;1973;Women;Women;200m Medley;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Silver
330;1973;Women;Women;200m Medley;Individual;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Bronze
365;1973;Women;Women;400m Medley;Individual;Wegner;Gudrun;GDR;Europe;GDR;Gudrun Wegner (GDR);Gold
366;1973;Women;Women;400m Medley;Individual;Franke;Angela;GDR;Europe;GDR;Angela Franke (GDR);Silver
367;1973;Women;Women;400m Medley;Individual;Calligaris;Novella;ITA;Europe;ITA;Novella Calligaris (ITA);Bronze
399;1973;Women;Women;4 x 100m Freestyle;Relay;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
400;1973;Women;Women;4 x 100m Freestyle;Relay;Eife;Andrea;GDR;Europe;GDR;Andrea Eife (GDR);Gold
401;1973;Women;Women;4 x 100m Freestyle;Relay;Hubner;Andrea;GDR;Europe;GDR;Andrea Hubner (GDR);Gold
402;1973;Women;Women;4 x 100m Freestyle;Relay;Eichner;Sylvia;GDR;Europe;GDR;Sylvia Eichner (GDR);Gold
403;1973;Women;Women;4 x 100m Freestyle;Relay;Peyton;Kim;USA;America;USA;Kim Peyton (USA);Silver
404;1973;Women;Women;4 x 100m Freestyle;Relay;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Silver
405;1973;Women;Women;4 x 100m Freestyle;Relay;Greenwood;Heather;USA;America;USA;Heather Greenwood (USA);Silver
406;1973;Women;Women;4 x 100m Freestyle;Relay;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
407;1973;Women;Women;4 x 100m Freestyle;Relay;Weber-Meeuw;Jutta;FRG;Europe;FRG;Jutta Weber-Meeuw (FRG);Bronze
408;1973;Women;Women;4 x 100m Freestyle;Relay;Reineck;Heidi;FRG;Europe;FRG;Heidi Reineck (FRG);Bronze
409;1973;Women;Women;4 x 100m Freestyle;Relay;Beckmann;Gudrun;FRG;Europe;FRG;Gudrun Beckmann (FRG);Bronze
410;1973;Women;Women;4 x 100m Freestyle;Relay;Steinbach;Angela;FRG;Europe;FRG;Angela Steinbach (FRG);Bronze
446;1973;Women;Women;4 x 100m Medley;Relay;Richter;Ulrike;GDR;Europe;GDR;Ulrike Richter (GDR);Gold
447;1973;Women;Women;4 x 100m Medley;Relay;Vogel;Renate;GDR;Europe;GDR;Renate Vogel (GDR);Gold
448;1973;Women;Women;4 x 100m Medley;Relay;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Gold
449;1973;Women;Women;4 x 100m Medley;Relay;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
450;1973;Women;Women;4 x 100m Medley;Relay;Belote;Melissa;USA;America;USA;Melissa Belote (USA);Silver
451;1973;Women;Women;4 x 100m Medley;Relay;Morey;Marcia;USA;America;USA;Marcia Morey (USA);Silver
452;1973;Women;Women;4 x 100m Medley;Relay;Deardurff;Deena;USA;America;USA;Deena Deardurff (USA);Silver
453;1973;Women;Women;4 x 100m Medley;Relay;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
454;1973;Women;Women;4 x 100m Medley;Relay;Grieser;Angelika;FRG;Europe;FRG;Angelika Grieser (FRG);Bronze
455;1973;Women;Women;4 x 100m Medley;Relay;Nows;Petra;FRG;Europe;FRG;Petra Nows (FRG);Bronze
456;1973;Women;Women;4 x 100m Medley;Relay;Beckmann;Gudrun;FRG;Europe;FRG;Gudrun Beckmann (FRG);Bronze
457;1973;Women;Women;4 x 100m Medley;Relay;Weber-Meeuw;Jutta;FRG;Europe;FRG;Jutta Weber-Meeuw (FRG);Bronze
491;1973;Men;Men;100m Freestyle;Individual;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
492;1973;Men;Men;100m Freestyle;Individual;Rousseau;Michel;FRA;Europe;FRA;Michel Rousseau (FRA);Silver
493;1973;Men;Men;100m Freestyle;Individual;Wenden;Mike;AUS;Oceania;AUS;Mike Wenden (AUS);Bronze
535;1973;Men;Men;200m Freestyle;Individual;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
536;1973;Men;Men;200m Freestyle;Individual;Krumpholz;Kurt;USA;America;USA;Kurt Krumpholz (USA);Silver
537;1973;Men;Men;200m Freestyle;Individual;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Bronze
561;1973;Men;Men;400m Freestyle;Individual;Demont;Rick;USA;America;USA;Rick Demont (USA);Gold
562;1973;Men;Men;400m Freestyle;Individual;Cooper;Brad;AUS;Oceania;AUS;Brad Cooper (AUS);Silver
563;1973;Men;Men;400m Freestyle;Individual;Gingsjo;Bengt;SWE;Europe;SWE;Bengt Gingsjo (SWE);Bronze
596;1973;Men;Men;1500m Freestyle;Individual;Holland;Steve;AUS;Oceania;AUS;Steve Holland (AUS);Gold
597;1973;Men;Men;1500m Freestyle;Individual;Demont;Rick;USA;America;USA;Rick Demont (USA);Silver
598;1973;Men;Men;1500m Freestyle;Individual;Cooper;Brad;AUS;Oceania;AUS;Brad Cooper (AUS);Bronze
622;1973;Men;Men;100m Butterfly;Individual;Robertson;Bruce;CAN;America;CAN;Bruce Robertson (CAN);Gold
623;1973;Men;Men;100m Butterfly;Individual;Bottom;Joe;USA;America;USA;Joe Bottom (USA);Silver
624;1973;Men;Men;100m Butterfly;Individual;Backhaus;Robin;USA;America;USA;Robin Backhaus (USA);Bronze
655;1973;Men;Men;200m Butterfly;Individual;Backhaus;Robin;USA;America;USA;Robin Backhaus (USA);Gold
656;1973;Men;Men;200m Butterfly;Individual;Gregg;Steve;USA;America;USA;Steve Gregg (USA);Silver
657;1973;Men;Men;200m Butterfly;Individual;Flockner;Hartmut;GDR;Europe;GDR;Hartmut Flockner (GDR);Bronze
690;1973;Men;Men;100m Backstroke;Individual;Matthes;Roland;GDR;Europe;GDR;Roland Matthes (GDR);Gold
691;1973;Men;Men;100m Backstroke;Individual;Stamm;Mike;USA;America;USA;Mike Stamm (USA);Silver
692;1973;Men;Men;100m Backstroke;Individual;Wanja;Lutz;GDR;Europe;GDR;Lutz Wanja (GDR);Bronze
727;1973;Men;Men;200m Backstroke;Individual;Matthes;Roland;GDR;Europe;GDR;Roland Matthes (GDR);Gold
728;1973;Men;Men;200m Backstroke;Individual;Verraszto;Zoltan;HUN;Europe;HUN;Zoltan Verraszto (HUN);Silver
729;1973;Men;Men;200m Backstroke;Individual;Naber;John;USA;America;USA;John Naber (USA);Bronze
762;1973;Men;Men;100m Breaststroke;Individual;Hencken;John;USA;America;USA;John Hencken (USA);Gold
763;1973;Men;Men;100m Breaststroke;Individual;Kryukin;Mikhail;URS;Europe;URS;Mikhail Kryukin (URS);Silver
764;1973;Men;Men;100m Breaststroke;Individual;Taguchi;Nobutaka;JPN;Asia;JPN;Nobutaka Taguchi (JPN);Bronze
802;1973;Men;Men;200m Breaststroke;Individual;Wilkie;David;GBR;Europe;GBR;David Wilkie (GBR);Gold
803;1973;Men;Men;200m Breaststroke;Individual;Hencken;John;USA;America;USA;John Hencken (USA);Silver
804;1973;Men;Men;200m Breaststroke;Individual;Taguchi;Nobutaka;JPN;Asia;JPN;Nobutaka Taguchi (JPN);Bronze
838;1973;Men;Men;200m Medley;Individual;Larsson;Karl;SWE;Europe;SWE;Karl Larsson (SWE);Gold
839;1973;Men;Men;200m Medley;Individual;Carper;Stan;USA;America;USA;Stan Carper (USA);Silver
840;1973;Men;Men;200m Medley;Individual;Wilkie;David;GBR;Europe;GBR;David Wilkie (GBR);Bronze
874;1973;Men;Men;400m Medley;Individual;Hargitay;Andras;HUN;Europe;HUN;Andras Hargitay (HUN);Gold
875;1973;Men;Men;400m Medley;Individual;Strachan;Rod;USA;America;USA;Rod Strachan (USA);Silver
876;1973;Men;Men;400m Medley;Individual;Colella;Rick;USA;America;USA;Rick Colella (USA);Bronze
911;1973;Men;Men;4 x 100m Freestyle;Relay;Nash;Mel;USA;America;USA;Mel Nash (USA);Gold
912;1973;Men;Men;4 x 100m Freestyle;Relay;Bottom;Joe;USA;America;USA;Joe Bottom (USA);Gold
913;1973;Men;Men;4 x 100m Freestyle;Relay;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
914;1973;Men;Men;4 x 100m Freestyle;Relay;Murphy;John;USA;America;USA;John Murphy (USA);Gold
915;1973;Men;Men;4 x 100m Freestyle;Relay;Grivennikov;Igor;URS;Europe;URS;Igor Grivennikov (URS);Silver
916;1973;Men;Men;4 x 100m Freestyle;Relay;Aboimov;Viktor;URS;Europe;URS;Viktor Aboimov (URS);Silver
917;1973;Men;Men;4 x 100m Freestyle;Relay;Krivtsov;Vladimir;URS;Europe;URS;Vladimir Krivtsov (URS);Silver
918;1973;Men;Men;4 x 100m Freestyle;Relay;Bure;Vladimir;URS;Europe;URS;Vladimir Bure (URS);Silver
919;1973;Men;Men;4 x 100m Freestyle;Relay;Matthes;Roland;GDR;Europe;GDR;Roland Matthes (GDR);Bronze
920;1973;Men;Men;4 x 100m Freestyle;Relay;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Bronze
921;1973;Men;Men;4 x 100m Freestyle;Relay;Bruch;Peter;GDR;Europe;GDR;Peter Bruch (GDR);Bronze
922;1973;Men;Men;4 x 100m Freestyle;Relay;Flockner;Hartmut;GDR;Europe;GDR;Hartmut Flockner (GDR);Bronze
956;1973;Men;Men;4 x 200m Freestyle;Relay;Krumpholz;Kurt;USA;America;USA;Kurt Krumpholz (USA);Gold
957;1973;Men;Men;4 x 200m Freestyle;Relay;Backhaus;Robin;USA;America;USA;Robin Backhaus (USA);Gold
958;1973;Men;Men;4 x 200m Freestyle;Relay;Klatt;Rick;USA;America;USA;Rick Klatt (USA);Gold
959;1973;Men;Men;4 x 200m Freestyle;Relay;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
960;1973;Men;Men;4 x 200m Freestyle;Relay;Kulasalu;John;AUS;Oceania;AUS;John Kulasalu (AUS);Silver
961;1973;Men;Men;4 x 200m Freestyle;Relay;Badger;Steve;AUS;Oceania;AUS;Steve Badger (AUS);Silver
962;1973;Men;Men;4 x 200m Freestyle;Relay;Cooper;Brad;AUS;Oceania;AUS;Brad Cooper (AUS);Silver
963;1973;Men;Men;4 x 200m Freestyle;Relay;Wenden;Mike;AUS;Oceania;AUS;Mike Wenden (AUS);Silver
964;1973;Men;Men;4 x 200m Freestyle;Relay;Steinbach;Klaus;FRG;Europe;FRG;Klaus Steinbach (FRG);Bronze
965;1973;Men;Men;4 x 200m Freestyle;Relay;Lampe;Werner;FRG;Europe;FRG;Werner Lampe (FRG);Bronze
966;1973;Men;Men;4 x 200m Freestyle;Relay;Nocke;Peter;FRG;Europe;FRG;Peter Nocke (FRG);Bronze
967;1973;Men;Men;4 x 200m Freestyle;Relay;Meeuw;Folkert;FRG;Europe;FRG;Folkert Meeuw (FRG);Bronze
1000;1973;Men;Men;4 x 100m Medley;Relay;Stamm;Mike;USA;America;USA;Mike Stamm (USA);Gold
1001;1973;Men;Men;4 x 100m Medley;Relay;Hencken;John;USA;America;USA;John Hencken (USA);Gold
1002;1973;Men;Men;4 x 100m Medley;Relay;Bottom;Joe;USA;America;USA;Joe Bottom (USA);Gold
1003;1973;Men;Men;4 x 100m Medley;Relay;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Gold
1004;1973;Men;Men;4 x 100m Medley;Relay;Matthes;Roland;GDR;Europe;GDR;Roland Matthes (GDR);Silver
1005;1973;Men;Men;4 x 100m Medley;Relay;Glas;Jurgen;GDR;Europe;GDR;Jurgen Glas (GDR);Silver
1006;1973;Men;Men;4 x 100m Medley;Relay;Flockner;Hartmut;GDR;Europe;GDR;Hartmut Flockner (GDR);Silver
1007;1973;Men;Men;4 x 100m Medley;Relay;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Silver
1008;1973;Men;Men;4 x 100m Medley;Relay;Mackenzie;Ian;CAN;America;CAN;Ian Mackenzie (CAN);Bronze
1009;1973;Men;Men;4 x 100m Medley;Relay;Hrdlitschka;Peter;CAN;America;CAN;Peter Hrdlitschka (CAN);Bronze
1010;1973;Men;Men;4 x 100m Medley;Relay;Robertson;Bruce;CAN;America;CAN;Bruce Robertson (CAN);Bronze
1011;1973;Men;Men;4 x 100m Medley;Relay;Phillips;Brian;CAN;America;CAN;Brian Phillips (CAN);Bronze
1046;1975;Women;Women;100m Freestyle;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
1047;1975;Women;Women;100m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
1048;1975;Women;Women;100m Freestyle;Individual;Brigitha;Enith;NED;Europe;NED;Enith Brigitha (NED);Bronze
1083;1975;Women;Women;200m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Gold
1084;1975;Women;Women;200m Freestyle;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Silver
1085;1975;Women;Women;200m Freestyle;Individual;Brigitha;Enith;NED;Europe;NED;Enith Brigitha (NED);Bronze
1116;1975;Women;Women;400m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Gold
1117;1975;Women;Women;400m Freestyle;Individual;Turrall;Jenny;AUS;Oceania;AUS;Jenny Turrall (AUS);Silver
1118;1975;Women;Women;400m Freestyle;Individual;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Bronze
1147;1975;Women;Women;800m Freestyle;Individual;Turrall;Jenny;AUS;Oceania;AUS;Jenny Turrall (AUS);Gold
1148;1975;Women;Women;800m Freestyle;Individual;Greenwood;Heather;USA;America;USA;Heather Greenwood (USA);Silver
1149;1975;Women;Women;800m Freestyle;Individual;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Bronze
1173;1975;Women;Women;100m Butterfly;Individual;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
1174;1975;Women;Women;100m Butterfly;Individual;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Silver
1175;1975;Women;Women;100m Butterfly;Individual;Wright;Camille;USA;America;USA;Camille Wright (USA);Bronze
1210;1975;Women;Women;200m Butterfly;Individual;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Gold
1211;1975;Women;Women;200m Butterfly;Individual;Lee;Valerie;USA;America;USA;Valerie Lee (USA);Silver
1212;1975;Women;Women;200m Butterfly;Individual;Wuschek;Gabriele;GDR;Europe;GDR;Gabriele Wuschek (GDR);Bronze
1245;1975;Women;Women;100m Backstroke;Individual;Richter;Ulrike;GDR;Europe;GDR;Ulrike Richter (GDR);Gold
1246;1975;Women;Women;100m Backstroke;Individual;Treiber;Birgit;GDR;Europe;GDR;Birgit Treiber (GDR);Silver
1247;1975;Women;Women;100m Backstroke;Individual;Garapick;Nancy;CAN;America;CAN;Nancy Garapick (CAN);Bronze
1276;1975;Women;Women;200m Backstroke;Individual;Treiber;Birgit;GDR;Europe;GDR;Birgit Treiber (GDR);Gold
1277;1975;Women;Women;200m Backstroke;Individual;Garapick;Nancy;CAN;America;CAN;Nancy Garapick (CAN);Silver
1278;1975;Women;Women;200m Backstroke;Individual;Richter;Ulrike;GDR;Europe;GDR;Ulrike Richter (GDR);Bronze
1308;1975;Women;Women;100m Breaststroke;Individual;Anke;Hannelore;GDR;Europe;GDR;Hannelore Anke (GDR);Gold
1309;1975;Women;Women;100m Breaststroke;Individual;Mazereeuw;Wijda;NED;Europe;NED;Wijda Mazereeuw (NED);Silver
1310;1975;Women;Women;100m Breaststroke;Individual;Morey;Marcia;USA;America;USA;Marcia Morey (USA);Bronze
1340;1975;Women;Women;200m Breaststroke;Individual;Anke;Hannelore;GDR;Europe;GDR;Hannelore Anke (GDR);Gold
1341;1975;Women;Women;200m Breaststroke;Individual;Mazereeuw;Wijda;NED;Europe;NED;Wijda Mazereeuw (NED);Silver
1342;1975;Women;Women;200m Breaststroke;Individual;Linke;Karla;GDR;Europe;GDR;Karla Linke (GDR);Bronze
1372;1975;Women;Women;200m Medley;Individual;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Gold
1373;1975;Women;Women;200m Medley;Individual;Tauber;Ulrike;GDR;Europe;GDR;Ulrike Tauber (GDR);Silver
1374;1975;Women;Women;200m Medley;Individual;Franke;Angela;GDR;Europe;GDR;Angela Franke (GDR);Bronze
1403;1975;Women;Women;400m Medley;Individual;Tauber;Ulrike;GDR;Europe;GDR;Ulrike Tauber (GDR);Gold
1404;1975;Women;Women;400m Medley;Individual;Linke;Karla;GDR;Europe;GDR;Karla Linke (GDR);Silver
1405;1975;Women;Women;400m Medley;Individual;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Bronze
1425;1975;Women;Women;4 x 100m Freestyle;Relay;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
1426;1975;Women;Women;4 x 100m Freestyle;Relay;Krause;Barbara;GDR;Europe;GDR;Barbara Krause (GDR);Gold
1427;1975;Women;Women;4 x 100m Freestyle;Relay;Hempel;Jan;GDR;Europe;GDR;Jan Hempel (GDR);Gold
1428;1975;Women;Women;4 x 100m Freestyle;Relay;Bruckner;Ute;GDR;Europe;GDR;Ute Bruckner (GDR);Gold
1429;1975;Women;Women;4 x 100m Freestyle;Relay;Heddy;Kathy;USA;America;USA;Kathy Heddy (USA);Silver
1430;1975;Women;Women;4 x 100m Freestyle;Relay;Resser;Karen;USA;America;USA;Karen Resser (USA);Silver
1431;1975;Women;Women;4 x 100m Freestyle;Relay;Rowell;Kelly;USA;America;USA;Kelly Rowell (USA);Silver
1432;1975;Women;Women;4 x 100m Freestyle;Relay;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
1433;1975;Women;Women;4 x 100m Freestyle;Relay;Amundrud;Gail;CAN;America;CAN;Gail Amundrud (CAN);Bronze
1434;1975;Women;Women;4 x 100m Freestyle;Relay;Quirk;Jill;CAN;America;CAN;Jill Quirk (CAN);Bronze
1435;1975;Women;Women;4 x 100m Freestyle;Relay;Smith;Shannon;CAN;America;CAN;Shannon Smith (CAN);Bronze
1436;1975;Women;Women;4 x 100m Freestyle;Relay;Jardin;Anne;CAN;America;CAN;Anne Jardin (CAN);Bronze
1470;1975;Women;Women;4 x 100m Medley;Relay;Richter;Ulrike;GDR;Europe;GDR;Ulrike Richter (GDR);Gold
1471;1975;Women;Women;4 x 100m Medley;Relay;Anke;Hannelore;GDR;Europe;GDR;Hannelore Anke (GDR);Gold
1472;1975;Women;Women;4 x 100m Medley;Relay;Kother-Gabriel;Rosemarie;GDR;Europe;GDR;Rosemarie Kother-Gabriel (GDR);Gold
1473;1975;Women;Women;4 x 100m Medley;Relay;Ender;Kornelia;GDR;Europe;GDR;Kornelia Ender (GDR);Gold
1474;1975;Women;Women;4 x 100m Medley;Relay;Jezek;Linda;USA;America;USA;Linda Jezek (USA);Silver
1475;1975;Women;Women;4 x 100m Medley;Relay;Morey;Marcia;USA;America;USA;Marcia Morey (USA);Silver
1476;1975;Women;Women;4 x 100m Medley;Relay;Wright;Camille;USA;America;USA;Camille Wright (USA);Silver
1477;1975;Women;Women;4 x 100m Medley;Relay;Babashoff;Shirley;USA;America;USA;Shirley Babashoff (USA);Silver
1478;1975;Women;Women;4 x 100m Medley;Relay;Van Eijk;Paula;NED;Europe;NED;Paula Van Eijk (NED);Bronze
1479;1975;Women;Women;4 x 100m Medley;Relay;Mazereeuw;Wijda;NED;Europe;NED;Wijda Mazereeuw (NED);Bronze
1480;1975;Women;Women;4 x 100m Medley;Relay;Damen;Jose;NED;Europe;NED;Jose Damen (NED);Bronze
1481;1975;Women;Women;4 x 100m Medley;Relay;Brigitha;Enith;NED;Europe;NED;Enith Brigitha (NED);Bronze
1515;1975;Men;Men;100m Freestyle;Individual;Coan;Andy;USA;America;USA;Andy Coan (USA);Gold
1516;1975;Men;Men;100m Freestyle;Individual;Bure;Vladimir;URS;Europe;URS;Vladimir Bure (URS);Silver
1517;1975;Men;Men;100m Freestyle;Individual;Montgomery;Jim;USA;America;USA;Jim Montgomery (USA);Bronze
1554;1975;Men;Men;200m Freestyle;Individual;Shaw;Tim;USA;America;USA;Tim Shaw (USA);Gold
1555;1975;Men;Men;200m Freestyle;Individual;Furniss;Bruce;USA;America;USA;Bruce Furniss (USA);Silver
1556;1975;Men;Men;200m Freestyle;Individual;Brinkley;Brian;GBR;Europe;GBR;Brian Brinkley (GBR);Bronze
1592;1975;Men;Men;400m Freestyle;Individual;Shaw;Tim;USA;America;USA;Tim Shaw (USA);Gold
1593;1975;Men;Men;400m Freestyle;Individual;Furniss;Bruce;USA;America;USA;Bruce Furniss (USA);Silver
1594;1975;Men;Men;400m Freestyle;Individual;Pfutze;Frank;GDR;Europe;GDR;Frank Pfutze (GDR);Bronze
1622;1975;Men;Men;1500m Freestyle;Individual;Shaw;Tim;USA;America;USA;Tim Shaw (USA);Gold
1623;1975;Men;Men;1500m Freestyle;Individual;Goodell;Brian;USA;America;USA;Brian Goodell (USA);Silver
1624;1975;Men;Men;1500m Freestyle;Individual;Parker;David;GBR;Europe;GBR;David Parker (GBR);Bronze
1649;1975;Men;Men;100m Butterfly;Individual;Jagenburg;Greg;USA;America;USA;Greg Jagenburg (USA);Gold
1650;1975;Men;Men;100m Butterfly;Individual;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Silver
1651;1975;Men;Men;100m Butterfly;Individual;Forrester;Bill;USA;America;USA;Bill Forrester (USA);Bronze
1683;1975;Men;Men;200m Butterfly;Individual;Forrester;Bill;USA;America;USA;Bill Forrester (USA);Gold
1684;1975;Men;Men;200m Butterfly;Individual;Pyttel;Roger;GDR;Europe;GDR;Roger Pyttel (GDR);Silver
1685;1975;Men;Men;200m Butterfly;Individual;Brinkley;Brian;GBR;Europe;GBR;Brian Brinkley (GBR);Bronze
1715;1975;Men;Men;100m Backstroke;Individual;Matthes;Roland;GDR;Europe;GDR;Roland Matthes (GDR);Gold
1716;1975;Men;Men;100m Backstroke;Individual;Murphy;John;USA;America;USA;John Murphy (USA);Silver
1717;1975;Men;Men;100m Backstroke;Individual;Nash;Mel;USA;America;USA;Mel Nash (USA);Bronze
1748;1975;Men;Men;200m Backstroke;Individual;Verraszto;Zoltan;HUN;Europe;HUN;Zoltan Verraszto (HUN);Gold
1749;1975;Men;Men;200m Backstroke;Individual;Tonelli;Mark;AUS;Oceania;AUS;Mark Tonelli (AUS);Silver
1750;1975;Men;Men;200m Backstroke;Individual;Hove;Paul;USA;America;USA;Paul Hove (USA);Bronze
1780;1975;Men;Men;100m Breaststroke;Individual;Wilkie;David;GBR;Europe;GBR;David Wilkie (GBR);Gold
1781;1975;Men;Men;100m Breaststroke;Individual;Taguchi;Nobutaka;JPN;Asia;JPN;Nobutaka Taguchi (JPN);Silver
1782;1975;Men;Men;100m Breaststroke;Individual;Leigh;David;GBR;Europe;GBR;David Leigh (GBR);Bronze
1816;1975;Men;Men;200m Breaststroke;Individual;Wilkie;David;GBR;Europe;GBR;David Wilkie (GBR);Gold
1817;1975;Men;Men;200m Breaststroke;Individual;Colella;Rick;USA;America;USA;Rick Colella (USA);Silver
1818;1975;Men;Men;200m Breaststroke;Individual;Pankin;Nikolay;URS;Europe;URS;Nikolay Pankin (URS);Bronze
1851;1975;Men;Men;200m Medley;Individual;Hargitay;Andras;HUN;Europe;HUN;Andras Hargitay (HUN);Gold
1852;1975;Men;Men;200m Medley;Individual;Furniss;Steve;USA;America;USA;Steve Furniss (USA);Silver
1853;1975;Men;Men;200m Medley;Individual;Smirnov;Anatoly;URS;Europe;URS;Anatoly Smirnov (URS);Bronze
