count;year;gender_event;gender_athlete;event;type;family_name_ok;given_name_ok;country;continent;country_career;athlete_ok;medal
8866;1994;Men;Men;100m Breaststroke;Individual;Guttler;Karoly;HUN;Europe;HUN;Karoly Guttler (HUN);Silver
8867;1994;Men;Men;100m Breaststroke;Individual;Deburghgraeve;Fred;BEL;America;BEL;Fred Deburghgraeve (BEL);Bronze
8933;1994;Men;Men;200m Breaststroke;Individual;Rozsa;Norbert;HUN;Europe;HUN;Norbert Rozsa (HUN);Gold
8934;1994;Men;Men;200m Breaststroke;Individual;Wunderlich;Eric;USA;America;USA;Eric Wunderlich (USA);Silver
8935;1994;Men;Men;200m Breaststroke;Individual;Guttler;Karoly;HUN;Europe;HUN;Karoly Guttler (HUN);Bronze
8995;1994;Men;Men;100m Butterfly;Individual;Szukala;Rafal;POL;Europe;POL;Rafal Szukala (POL);Gold
8996;1994;Men;Men;100m Butterfly;Individual;Froelander;Lars;SWE;Europe;SWE;Lars Froelander (SWE);Silver
8997;1994;Men;Men;100m Butterfly;Individual;Pankratov;Denis;RUS;Europe;RUS;Denis Pankratov (RUS);Bronze
9077;1994;Men;Men;200m Butterfly;Individual;Pankratov;Denis;RUS;Europe;RUS;Denis Pankratov (RUS);Gold
9078;1994;Men;Men;200m Butterfly;Individual;Loader;Danyon;NZL;Oceania;NZL;Danyon Loader (NZL);Silver
9079;1994;Men;Men;200m Butterfly;Individual;Bremer;Chris-Carol;GER;Europe;GER;Chris-Carol Bremer (GER);Bronze
9131;1994;Men;Men;200m Medley;Individual;Sievinen;Jani;FIN;Europe;FIN;Jani Sievinen (FIN);Gold
9132;1994;Men;Men;200m Medley;Individual;Burgess;Greg;USA;America;USA;Greg Burgess (USA);Silver
9133;1994;Men;Men;200m Medley;Individual;Czene;Attila;HUN;Europe;HUN;Attila Czene (HUN);Bronze
9185;1994;Men;Men;400m Medley;Individual;Dolan;Tom;USA;America;USA;Tom Dolan (USA);Gold
9186;1994;Men;Men;400m Medley;Individual;Sievinen;Jani;FIN;Europe;FIN;Jani Sievinen (FIN);Silver
9187;1994;Men;Men;400m Medley;Individual;Namesnik;Eric;USA;America;USA;Eric Namesnik (USA);Bronze
9234;1994;Men;Men;4 x 100m Freestyle;Relay;Olsen;Jon;USA;America;USA;Jon Olsen (USA);Gold
9235;1994;Men;Men;4 x 100m Freestyle;Relay;Davis;Josh;USA;America;USA;Josh Davis (USA);Gold
9236;1994;Men;Men;4 x 100m Freestyle;Relay;Taner;Mehmet Ugur;USA;America;USA;Mehmet Ugur Taner (USA);Gold
9237;1994;Men;Men;4 x 100m Freestyle;Relay;Hall;Gary;USA;America;USA;Gary Hall (USA);Gold
9238;1994;Men;Men;4 x 100m Freestyle;Relay;Tchegolev;Roman;RUS;Europe;RUS;Roman Tchegolev (RUS);Silver
9239;1994;Men;Men;4 x 100m Freestyle;Relay;Predkin;Vladimir;RUS;Europe;RUS;Vladimir Predkin (RUS);Silver
9240;1994;Men;Men;4 x 100m Freestyle;Relay;Pyshnenko;Vladimir;RUS;Europe;RUS;Vladimir Pyshnenko (RUS);Silver
9241;1994;Men;Men;4 x 100m Freestyle;Relay;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Silver
9242;1994;Men;Men;4 x 100m Freestyle;Relay;Scherer;Fernando;BRA;America;BRA;Fernando Scherer (BRA);Bronze
9243;1994;Men;Men;4 x 100m Freestyle;Relay;Ferreira;Teofilo;BRA;America;BRA;Teofilo Ferreira (BRA);Bronze
9244;1994;Men;Men;4 x 100m Freestyle;Relay;Teixeira;Andre;BRA;America;BRA;Andre Teixeira (BRA);Bronze
9245;1994;Men;Men;4 x 100m Freestyle;Relay;Borges;Gustavo;BRA;America;BRA;Gustavo Borges (BRA);Bronze
9271;1994;Men;Men;4 x 100m Freestyle;Relay;Jett;Scott;USA;America;USA;Scott Jett (USA);Gold
9272;1994;Men;Men;4 x 100m Freestyle;Relay;Eckermann;Chris;USA;America;USA;Chris Eckermann (USA);Gold
9280;1994;Men;Men;4 x 100m Freestyle;Relay;Kulikov;Vladislav;RUS;Europe;URS, RUS;Vladislav Kulikov (URS, RUS);Silver
9281;1994;Men;Men;4 x 100m Freestyle;Relay;Mukhin;Yuri;RUS;Europe;RUS;Yuri Mukhin (RUS);Silver
9326;1994;Men;Men;100m Freestyle;Individual;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Gold
9327;1994;Men;Men;100m Freestyle;Individual;Hall;Gary;USA;America;USA;Gary Hall (USA);Silver
9328;1994;Men;Men;100m Freestyle;Individual;Borges;Gustavo;BRA;America;BRA;Gustavo Borges (BRA);Bronze
9417;1994;Men;Men;4 x 200m Freestyle;Relay;Wallin;Christer;SWE;Europe;SWE;Christer Wallin (SWE);Gold
9418;1994;Men;Men;4 x 200m Freestyle;Relay;Werner;Tommy;SWE;Europe;SWE;Tommy Werner (SWE);Gold
9419;1994;Men;Men;4 x 200m Freestyle;Relay;Froelander;Lars;SWE;Europe;SWE;Lars Froelander (SWE);Gold
9420;1994;Men;Men;4 x 200m Freestyle;Relay;Holmertz;Anders;SWE;Europe;SWE;Anders Holmertz (SWE);Gold
9421;1994;Men;Men;4 x 200m Freestyle;Relay;Mukhin;Yuri;RUS;Europe;RUS;Yuri Mukhin (RUS);Silver
9422;1994;Men;Men;4 x 200m Freestyle;Relay;Pyshnenko;Vladimir;RUS;Europe;RUS;Vladimir Pyshnenko (RUS);Silver
9423;1994;Men;Men;4 x 200m Freestyle;Relay;Pankratov;Denis;RUS;Europe;RUS;Denis Pankratov (RUS);Silver
9424;1994;Men;Men;4 x 200m Freestyle;Relay;Tchegolev;Roman;RUS;Europe;RUS;Roman Tchegolev (RUS);Silver
9425;1994;Men;Men;4 x 200m Freestyle;Relay;Szigat;Andreas;GER;Europe;GER;Andreas Szigat (GER);Bronze
9426;1994;Men;Men;4 x 200m Freestyle;Relay;Keller;Christian;GER;Europe;GER;Christian Keller (GER);Bronze
9427;1994;Men;Men;4 x 200m Freestyle;Relay;Lampe;Oliver;GER;Europe;GER;Oliver Lampe (GER);Bronze
9428;1994;Men;Men;4 x 200m Freestyle;Relay;Zesner;Steffen;GER;Europe;GDR, GER;Steffen Zesner (GDR, GER);Bronze
9453;1994;Men;Men;4 x 200m Freestyle;Relay;Stepanov;Alexei;RUS;Europe;RUS;Alexei Stepanov (RUS);Silver
9457;1994;Men;Men;4 x 200m Freestyle;Relay;Bludau;Dirk;GER;Europe;GER;Dirk Bludau (GER);Bronze
9458;1994;Men;Men;4 x 200m Freestyle;Relay;Troeger;Christian;GER;Europe;GER;Christian Troeger (GER);Bronze
9459;1994;Men;Men;4 x 200m Freestyle;Relay;Spanneberg;Torsten;GER;Europe;GER;Torsten Spanneberg (GER);Bronze
9462;1994;Men;Men;4 x 200m Freestyle;Relay;Eliasson;Christoffer;SWE;Europe;SWE;Christoffer Eliasson (SWE);Gold
9501;1994;Men;Men;4 x 100m Medley;Relay;Rouse;Jeff;USA;America;USA;Jeff Rouse (USA);Gold
9502;1994;Men;Men;4 x 100m Medley;Relay;Wunderlich;Eric;USA;America;USA;Eric Wunderlich (USA);Gold
9503;1994;Men;Men;4 x 100m Medley;Relay;Henderson;Mark;USA;America;USA;Mark Henderson (USA);Gold
9504;1994;Men;Men;4 x 100m Medley;Relay;Hall;Gary;USA;America;USA;Gary Hall (USA);Gold
9505;1994;Men;Men;4 x 100m Medley;Relay;Selkov;Vladimir;RUS;Europe;URS, RUS;Vladimir Selkov (URS, RUS);Silver
9506;1994;Men;Men;4 x 100m Medley;Relay;Ivanov;Vasili;RUS;Europe;RUS;Vasili Ivanov (RUS);Silver
9507;1994;Men;Men;4 x 100m Medley;Relay;Pankratov;Denis;RUS;Europe;RUS;Denis Pankratov (RUS);Silver
9508;1994;Men;Men;4 x 100m Medley;Relay;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Silver
9509;1994;Men;Men;4 x 100m Medley;Relay;Deutsch;Tamas;HUN;Europe;HUN;Tamas Deutsch (HUN);Bronze
9510;1994;Men;Men;4 x 100m Medley;Relay;Rozsa;Norbert;HUN;Europe;HUN;Norbert Rozsa (HUN);Bronze
9511;1994;Men;Men;4 x 100m Medley;Relay;Horvath;Peter;HUN;Europe;HUN;Peter Horvath (HUN);Bronze
9512;1994;Men;Men;4 x 100m Medley;Relay;Czene;Attila;HUN;Europe;HUN;Attila Czene (HUN);Bronze
9533;1994;Men;Men;4 x 100m Medley;Relay;Retterer;Brian;USA;America;USA;Brian Retterer (USA);Gold
9534;1994;Men;Men;4 x 100m Medley;Relay;van Neerden;Seth;USA;America;USA;Seth van Neerden (USA);Gold
9536;1994;Men;Men;4 x 100m Medley;Relay;Olsen;Jon;USA;America;USA;Jon Olsen (USA);Gold
9544;1994;Men;Men;4 x 100m Medley;Relay;Zubor;Attila;HUN;Europe;HUN;Attila Zubor (HUN);Bronze
9546;1994;Men;Men;4 x 100m Medley;Relay;Ivanov;Andrey;RUS;Europe;RUS;Andrey Ivanov (RUS);Silver
9547;1994;Men;Men;4 x 100m Medley;Relay;Kulikov;Vladislav;RUS;Europe;URS, RUS;Vladislav Kulikov (URS, RUS);Silver
9548;1994;Men;Men;4 x 100m Medley;Relay;Predkin;Vladimir;RUS;Europe;RUS;Vladimir Predkin (RUS);Silver
9613;1994;Men;Men;200m Freestyle;Individual;Kasvio;Antti;FIN;Europe;FIN;Antti Kasvio (FIN);Gold
9614;1994;Men;Men;200m Freestyle;Individual;Holmertz;Anders;SWE;Europe;SWE;Anders Holmertz (SWE);Silver
9615;1994;Men;Men;200m Freestyle;Individual;Loader;Danyon;NZL;Oceania;NZL;Danyon Loader (NZL);Bronze
9686;1994;Men;Men;400m Freestyle;Individual;Perkins;Kieren;AUS;Oceania;AUS;Kieren Perkins (AUS);Gold
9687;1994;Men;Men;400m Freestyle;Individual;Kasvio;Antti;FIN;Europe;FIN;Antti Kasvio (FIN);Silver
9688;1994;Men;Men;400m Freestyle;Individual;Loader;Danyon;NZL;Oceania;NZL;Danyon Loader (NZL);Bronze
9737;1994;Men;Men;1500m Freestyle;Individual;Perkins;Kieren;AUS;Oceania;AUS;Kieren Perkins (AUS);Gold
9738;1994;Men;Men;1500m Freestyle;Individual;Kowalski;Daniel;AUS;Oceania;AUS;Daniel Kowalski (AUS);Silver
9739;1994;Men;Men;1500m Freestyle;Individual;Zesner;Steffen;GER;Europe;GDR, GER;Steffen Zesner (GDR, GER);Bronze
9775;1994;Men;Men;100m Backstroke;Individual;Lopez-Zubero;Martin;ESP;Europe;ESP;Martin Lopez-Zubero (ESP);Gold
9776;1994;Men;Men;100m Backstroke;Individual;Rouse;Jeff;USA;America;USA;Jeff Rouse (USA);Silver
9777;1994;Men;Men;100m Backstroke;Individual;Deutsch;Tamas;HUN;Europe;HUN;Tamas Deutsch (HUN);Bronze
9843;1994;Men;Men;200m Backstroke;Individual;Selkov;Vladimir;RUS;Europe;URS, RUS;Vladimir Selkov (URS, RUS);Gold
9844;1994;Men;Men;200m Backstroke;Individual;Lopez-Zubero;Martin;ESP;Europe;ESP;Martin Lopez-Zubero (ESP);Silver
9845;1994;Men;Men;200m Backstroke;Individual;Sharp;Royce;USA;America;USA;Royce Sharp (USA);Bronze
9904;1998;Women;Women;50m Freestyle;Individual;van Dyken;Amy;USA;America;USA;Amy van Dyken (USA);Gold
9905;1998;Women;Women;50m Freestyle;Individual;Voelker;Sandra;GER;Europe;GER;Sandra Voelker (GER);Silver
9906;1998;Women;Women;50m Freestyle;Individual;Shan;Ying;CHN;Asia;CHN;Ying Shan (CHN);Bronze
9976;1998;Women;Women;100m Freestyle;Individual;Thompson;Jenny;USA;America;USA;Jenny Thompson (USA);Gold
9977;1998;Women;Women;100m Freestyle;Individual;Moravcova;Martina;SVK;Europe;SVK;Martina Moravcova (SVK);Silver
9978;1998;Women;Women;100m Freestyle;Individual;Shan;Ying;CHN;Asia;CHN;Ying Shan (CHN);Bronze
10052;1998;Women;Women;200m Freestyle;Individual;Poll;Claudia;CRC;America;CRC;Claudia Poll (CRC);Gold
10053;1998;Women;Women;200m Freestyle;Individual;Moravcova;Martina;SVK;Europe;SVK;Martina Moravcova (SVK);Silver
10054;1998;Women;Women;200m Freestyle;Individual;Greville;Julia;AUS;Oceania;AUS;Julia Greville (AUS);Bronze
10112;1998;Women;Women;400m Freestyle;Individual;Chen;Yan;CHN;Asia;CHN;Yan Chen (CHN);Gold
10113;1998;Women;Women;400m Freestyle;Individual;Bennett;Brooke;USA;America;USA;Brooke Bennett (USA);Silver
10114;1998;Women;Women;400m Freestyle;Individual;Hase;Dagmar;GER;Europe;GER;Dagmar Hase (GER);Bronze
10162;1998;Women;Women;800m Freestyle;Individual;Bennett;Brooke;USA;America;USA;Brooke Bennett (USA);Gold
10163;1998;Women;Women;800m Freestyle;Individual;Munz;Diana;USA;America;USA;Diana Munz (USA);Silver
10164;1998;Women;Women;800m Freestyle;Individual;Vlieghuis;Kirsten;NED;Europe;NED;Kirsten Vlieghuis (NED);Bronze
10193;1998;Women;Women;100m Backstroke;Individual;Loveless-Maurer;Lea;USA;America;USA;Lea Loveless-Maurer (USA);Gold
10194;1998;Women;Women;100m Backstroke;Individual;Nakamura;Mai;JPN;Asia;JPN;Mai Nakamura (JPN);Silver
10195;1998;Women;Women;100m Backstroke;Individual;Voelker;Sandra;GER;Europe;GER;Sandra Voelker (GER);Bronze
10250;1998;Women;Women;200m Backstroke;Individual;Maracineanu;Roxana;FRA;Europe;FRA;Roxana Maracineanu (FRA);Gold
10251;1998;Women;Women;200m Backstroke;Individual;Hase;Dagmar;GER;Europe;GER;Dagmar Hase (GER);Silver
10252;1998;Women;Women;200m Backstroke;Individual;Nakamura;Mai;JPN;Asia;JPN;Mai Nakamura (JPN);Bronze
10296;1998;Women;Women;100m Breaststroke;Individual;Kowal;Kristy;USA;America;USA;Kristy Kowal (USA);Gold
10297;1998;Women;Women;100m Breaststroke;Individual;Denman;Helen;AUS;Oceania;AUS;Helen Denman (AUS);Silver
10298;1998;Women;Women;100m Breaststroke;Individual;van Oosten;Lauren;CAN;America;CAN;Lauren van Oosten (CAN);Bronze
10350;1998;Women;Women;200m Breaststroke;Individual;Kovacs;Agnes;HUN;Europe;HUN;Agnes Kovacs (HUN);Gold
10351;1998;Women;Women;200m Breaststroke;Individual;Kowal;Kristy;USA;America;USA;Kristy Kowal (USA);Silver
10352;1998;Women;Women;200m Breaststroke;Individual;Street;Jenna;USA;America;USA;Jenna Street (USA);Bronze
10402;1998;Women;Women;100m Butterfly;Individual;Thompson;Jenny;USA;America;USA;Jenny Thompson (USA);Gold
10403;1998;Women;Women;100m Butterfly;Individual;Aoyama;Ayari;JPN;Asia;JPN;Ayari Aoyama (JPN);Silver
10404;1998;Women;Women;100m Butterfly;Individual;Thomas;Petria;AUS;Oceania;AUS;Petria Thomas (AUS);Bronze
10460;1998;Women;Women;200m Butterfly;Individual;O'Neill;Susie;AUS;Oceania;AUS;Susie O'Neill (AUS);Gold
10461;1998;Women;Women;200m Butterfly;Individual;Thomas;Petria;AUS;Oceania;AUS;Petria Thomas (AUS);Silver
10462;1998;Women;Women;200m Butterfly;Individual;Hyman;Misty;USA;America;USA;Misty Hyman (USA);Bronze
10503;1998;Women;Women;200m Medley;Individual;Wu;Yanyan;CHN;Asia;CHN;Yanyan Wu (CHN);Gold
10504;1998;Women;Women;200m Medley;Individual;Chen;Yan;CHN;Asia;CHN;Yan Chen (CHN);Silver
10505;1998;Women;Women;200m Medley;Individual;Moravcova;Martina;SVK;Europe;SVK;Martina Moravcova (SVK);Bronze
10557;1998;Women;Women;400m Medley;Individual;Chen;Yan;CHN;Asia;CHN;Yan Chen (CHN);Gold
10558;1998;Women;Women;400m Medley;Individual;Klochkova;Yana;UKR;Europe;UKR;Yana Klochkova (UKR);Silver
10559;1998;Women;Women;400m Medley;Individual;Tajima;Yasuko;JPN;Asia;JPN;Yasuko Tajima (JPN);Bronze
10597;1998;Women;Women;4 x 100m Freestyle;Relay;Farella;Lindsey;USA;America;USA;Lindsey Farella (USA);Gold
10598;1998;Women;Women;4 x 100m Freestyle;Relay;van Dyken;Amy;USA;America;USA;Amy van Dyken (USA);Gold
10599;1998;Women;Women;4 x 100m Freestyle;Relay;Bedford;Barbara;USA;America;USA;Barbara Bedford (USA);Gold
10600;1998;Women;Women;4 x 100m Freestyle;Relay;Thompson;Jenny;USA;America;USA;Jenny Thompson (USA);Gold
10601;1998;Women;Women;4 x 100m Freestyle;Relay;Voelker;Sandra;GER;Europe;GER;Sandra Voelker (GER);Silver
10602;1998;Women;Women;4 x 100m Freestyle;Relay;van Almsick;Franziska;GER;Europe;GER;Franziska van Almsick (GER);Silver
10603;1998;Women;Women;4 x 100m Freestyle;Relay;Osygus;Simone;GER;Europe;GER;Simone Osygus (GER);Silver
10604;1998;Women;Women;4 x 100m Freestyle;Relay;Meissner;Katrin;GER;Europe;GER;Katrin Meissner (GER);Silver
10605;1998;Women;Women;4 x 100m Freestyle;Relay;Ryan;Sarah;AUS;Oceania;AUS;Sarah Ryan (AUS);Bronze
10606;1998;Women;Women;4 x 100m Freestyle;Relay;Creedy;Rebecca;AUS;Oceania;AUS;Rebecca Creedy (AUS);Bronze
10607;1998;Women;Women;4 x 100m Freestyle;Relay;O'Neill;Susie;AUS;Oceania;AUS;Susie O'Neill (AUS);Bronze
10608;1998;Women;Women;4 x 100m Freestyle;Relay;Kennedy;Angela;AUS;Oceania;AUS;Angela Kennedy (AUS);Bronze
10629;1998;Women;Women;4 x 100m Freestyle;Relay;Fox;Catherine;USA;America;USA;Catherine Fox (USA);Gold
10631;1998;Women;Women;4 x 100m Freestyle;Relay;Valerio;Melanie;USA;America;USA;Melanie Valerio (USA);Gold
10636;1998;Women;Women;4 x 100m Freestyle;Relay;Godfrey;Kate;AUS;Oceania;AUS;Kate Godfrey (AUS);Bronze
10642;1998;Women;Women;4 x 100m Freestyle;Relay;Buschschulte;Antje;GER;Europe;GER;Antje Buschschulte (GER);Silver
10643;1998;Women;Women;4 x 100m Freestyle;Relay;Szalai;Silvia;GER;Europe;GER;Silvia Szalai (GER);Silver
10685;1998;Women;Women;4 x 200m Freestyle;Relay;van Almsick;Franziska;GER;Europe;GER;Franziska van Almsick (GER);Gold
10686;1998;Women;Women;4 x 200m Freestyle;Relay;Hase;Dagmar;GER;Europe;GER;Dagmar Hase (GER);Gold
10687;1998;Women;Women;4 x 200m Freestyle;Relay;Szalai;Silvia;GER;Europe;GER;Silvia Szalai (GER);Gold
10688;1998;Women;Women;4 x 200m Freestyle;Relay;Kielgass;Kerstin;GER;Europe;GER;Kerstin Kielgass (GER);Gold
10689;1998;Women;Women;4 x 200m Freestyle;Relay;Teuscher;Cristina;USA;America;USA;Cristina Teuscher (USA);Silver
10690;1998;Women;Women;4 x 200m Freestyle;Relay;Benko;Lindsay;USA;America;USA;Lindsay Benko (USA);Silver
10691;1998;Women;Women;4 x 200m Freestyle;Relay;Bennett;Brooke;USA;America;USA;Brooke Bennett (USA);Silver
10692;1998;Women;Women;4 x 200m Freestyle;Relay;Thompson;Jenny;USA;America;USA;Jenny Thompson (USA);Silver
10693;1998;Women;Women;4 x 200m Freestyle;Relay;Greville;Julia;AUS;Oceania;AUS;Julia Greville (AUS);Bronze
10694;1998;Women;Women;4 x 200m Freestyle;Relay;Windsor;Anna;AUS;Oceania;AUS;Anna Windsor (AUS);Bronze
10695;1998;Women;Women;4 x 200m Freestyle;Relay;O'Neill;Susie;AUS;Oceania;AUS;Susie O'Neill (AUS);Bronze
10696;1998;Women;Women;4 x 200m Freestyle;Relay;Thomas;Petria;AUS;Oceania;AUS;Petria Thomas (AUS);Bronze
10717;1998;Women;Women;4 x 200m Freestyle;Relay;Jackson;Trina;USA;America;USA;Trina Jackson (USA);Silver
10718;1998;Women;Women;4 x 200m Freestyle;Relay;Whitney;Ashley;USA;America;USA;Ashley Whitney (USA);Silver
10722;1998;Women;Women;4 x 200m Freestyle;Relay;Buschschulte;Antje;GER;Europe;GER;Antje Buschschulte (GER);Gold
10723;1998;Women;Women;4 x 200m Freestyle;Relay;Goetz;Janina-Kristin;GER;Europe;GER;Janina-Kristin Goetz (GER);Gold
10735;1998;Women;Women;4 x 200m Freestyle;Relay;Johnson;Emma;AUS;Oceania;AUS;Emma Johnson (AUS);Bronze
10761;1998;Women;Women;4 x 100m Medley;Relay;Loveless-Maurer;Lea;USA;America;USA;Lea Loveless-Maurer (USA);Gold
10762;1998;Women;Women;4 x 100m Medley;Relay;Kowal;Kristy;USA;America;USA;Kristy Kowal (USA);Gold
10763;1998;Women;Women;4 x 100m Medley;Relay;Thompson;Jenny;USA;America;USA;Jenny Thompson (USA);Gold
10764;1998;Women;Women;4 x 100m Medley;Relay;van Dyken;Amy;USA;America;USA;Amy van Dyken (USA);Gold
10765;1998;Women;Women;4 x 100m Medley;Relay;Smith;Meredith;AUS;Oceania;AUS;Meredith Smith (AUS);Silver
10766;1998;Women;Women;4 x 100m Medley;Relay;Denman;Helen;AUS;Oceania;AUS;Helen Denman (AUS);Silver
10767;1998;Women;Women;4 x 100m Medley;Relay;Thomas;Petria;AUS;Oceania;AUS;Petria Thomas (AUS);Silver
10768;1998;Women;Women;4 x 100m Medley;Relay;O'Neill;Susie;AUS;Oceania;AUS;Susie O'Neill (AUS);Silver
10769;1998;Women;Women;4 x 100m Medley;Relay;Nakamura;Mai;JPN;Asia;JPN;Mai Nakamura (JPN);Bronze
10770;1998;Women;Women;4 x 100m Medley;Relay;Tanaka;Masami;JPN;Asia;JPN;Masami Tanaka (JPN);Bronze
10771;1998;Women;Women;4 x 100m Medley;Relay;Aoyama;Ayari;JPN;Asia;JPN;Ayari Aoyama (JPN);Bronze
10772;1998;Women;Women;4 x 100m Medley;Relay;Minamoto;Sumika;JPN;Asia;JPN;Sumika Minamoto (JPN);Bronze
10793;1998;Women;Women;4 x 100m Medley;Relay;Botsford;Beth;USA;America;USA;Beth Botsford (USA);Gold
10794;1998;Women;Women;4 x 100m Medley;Relay;Street;Jenna;USA;America;USA;Jenna Street (USA);Gold
10795;1998;Women;Women;4 x 100m Medley;Relay;Hyman;Misty;USA;America;USA;Misty Hyman (USA);Gold
10796;1998;Women;Women;4 x 100m Medley;Relay;Bedford;Barbara;USA;America;USA;Barbara Bedford (USA);Gold
10798;1998;Women;Women;4 x 100m Medley;Relay;Riley;Samantha;AUS;Oceania;AUS;Samantha Riley (AUS);Silver
10799;1998;Women;Women;4 x 100m Medley;Relay;Kennedy;Angela;AUS;Oceania;AUS;Angela Kennedy (AUS);Silver
10800;1998;Women;Women;4 x 100m Medley;Relay;Ryan;Sarah;AUS;Oceania;AUS;Sarah Ryan (AUS);Silver
10841;1998;Men;Men;50m Freestyle;Individual;Pilczuk;Bill;USA;America;USA;Bill Pilczuk (USA);Gold
10842;1998;Men;Men;50m Freestyle;Individual;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Silver
10843;1998;Men;Men;50m Freestyle;Individual;Busquets;Ricardo;PUR;America;PUR;Ricardo Busquets (PUR);Bronze
10844;1998;Men;Men;50m Freestyle;Individual;Klim;Michael;AUS;Oceania;AUS;Michael Klim (AUS);Bronze
10933;1998;Men;Men;100m Breaststroke;Individual;Deburghgraeve;Fred;BEL;America;BEL;Fred Deburghgraeve (BEL);Gold
10934;1998;Men;Men;100m Breaststroke;Individual;Zeng;Qiliang;CHN;Asia;CHN;Qiliang Zeng (CHN);Silver
10935;1998;Men;Men;100m Breaststroke;Individual;Grote;Kurt;USA;America;USA;Kurt Grote (USA);Bronze
11005;1998;Men;Men;200m Breaststroke;Individual;Grote;Kurt;USA;America;USA;Kurt Grote (USA);Gold
11006;1998;Men;Men;200m Breaststroke;Individual;Sarnin;Jean-Christophe;FRA;Europe;FRA;Jean-Christophe Sarnin (FRA);Silver
11007;1998;Men;Men;200m Breaststroke;Individual;Rozsa;Norbert;HUN;Europe;HUN;Norbert Rozsa (HUN);Bronze
11064;1998;Men;Men;100m Butterfly;Individual;Klim;Michael;AUS;Oceania;AUS;Michael Klim (AUS);Gold
11065;1998;Men;Men;100m Butterfly;Individual;Froelander;Lars;SWE;Europe;SWE;Lars Froelander (SWE);Silver
11066;1998;Men;Men;100m Butterfly;Individual;Huegill;Geoff;AUS;Oceania;AUS;Geoff Huegill (AUS);Bronze
11150;1998;Men;Men;200m Butterfly;Individual;Sylantyev;Denys;UKR;Europe;UKR;Denys Sylantyev (UKR);Gold
11151;1998;Men;Men;200m Butterfly;Individual;Esposito;Franck;FRA;Europe;FRA;Franck Esposito (FRA);Silver
11152;1998;Men;Men;200m Butterfly;Individual;Malchow;Tom;USA;America;USA;Tom Malchow (USA);Bronze
11215;1998;Men;Men;200m Medley;Individual;Wouda;Marcel;NED;Europe;NED;Marcel Wouda (NED);Gold
11216;1998;Men;Men;200m Medley;Individual;Marchand;Xavier;FRA;Europe;FRA;Xavier Marchand (FRA);Silver
11217;1998;Men;Men;200m Medley;Individual;Karnaugh;Ron;USA;America;USA;Ron Karnaugh (USA);Bronze
11281;1998;Men;Men;400m Medley;Individual;Dolan;Tom;USA;America;USA;Tom Dolan (USA);Gold
11282;1998;Men;Men;400m Medley;Individual;Wouda;Marcel;NED;Europe;NED;Marcel Wouda (NED);Silver
11283;1998;Men;Men;400m Medley;Individual;Myden;Curtis;CAN;America;CAN;Curtis Myden (CAN);Bronze
11330;1998;Men;Men;4 x 100m Freestyle;Relay;Tucker;Scott;USA;America;USA;Scott Tucker (USA);Gold
11331;1998;Men;Men;4 x 100m Freestyle;Relay;Walker;Neil;USA;America;USA;Neil Walker (USA);Gold
11332;1998;Men;Men;4 x 100m Freestyle;Relay;Olsen;Jon;USA;America;USA;Jon Olsen (USA);Gold
11333;1998;Men;Men;4 x 100m Freestyle;Relay;Hall;Gary;USA;America;USA;Gary Hall (USA);Gold
11334;1998;Men;Men;4 x 100m Freestyle;Relay;Klim;Michael;AUS;Oceania;AUS;Michael Klim (AUS);Silver
11335;1998;Men;Men;4 x 100m Freestyle;Relay;Pine;Adam;AUS;Oceania;AUS;Adam Pine (AUS);Silver
11336;1998;Men;Men;4 x 100m Freestyle;Relay;Upton;Richard;AUS;Oceania;AUS;Richard Upton (AUS);Silver
11337;1998;Men;Men;4 x 100m Freestyle;Relay;Fydler;Chris;AUS;Oceania;AUS;Chris Fydler (AUS);Silver
11338;1998;Men;Men;4 x 100m Freestyle;Relay;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Bronze
11339;1998;Men;Men;4 x 100m Freestyle;Relay;Egorov;Roman;RUS;Europe;RUS;Roman Egorov (RUS);Bronze
11340;1998;Men;Men;4 x 100m Freestyle;Relay;Kulikov;Vladislav;RUS;Europe;URS, RUS;Vladislav Kulikov (URS, RUS);Bronze
11341;1998;Men;Men;4 x 100m Freestyle;Relay;Pimankov;Denis;RUS;Europe;RUS;Denis Pimankov (RUS);Bronze
11366;1998;Men;Men;4 x 100m Freestyle;Relay;Jones;Bryan;USA;America;USA;Bryan Jones (USA);Gold
11368;1998;Men;Men;4 x 100m Freestyle;Relay;Schumacher;Brad;USA;America;USA;Brad Schumacher (USA);Gold
11376;1998;Men;Men;4 x 100m Freestyle;Relay;Rickard;Nathan;AUS;Oceania;AUS;Nathan Rickard (AUS);Silver
11377;1998;Men;Men;4 x 100m Freestyle;Relay;Rogis;Anthony;AUS;Oceania;AUS;Anthony Rogis (AUS);Silver
11384;1998;Men;Men;4 x 100m Freestyle;Relay;Korshunov;Maxim;RUS;Europe;RUS;Maxim Korshunov (RUS);Bronze
11418;1998;Men;Men;100m Freestyle;Individual;Popov;Alexander;RUS;Europe;RUS;Alexander Popov (RUS);Gold
